47.4816163,-122.5592101
46.89077105,-122.2581298
47.70008699,-122.1154155
47.76904523,-123.3683853
47.56839678,-123.0920019
47.88517005,-121.7708142
47.62182817,-121.769338
47.04242596,-121.7373852
47.29712405,-122.5439518
47.75358555,-122.6252909
47.45027049,-122.6337628
47.13921277,-122.3889247
47.73772322,-122.8604113
47.94893536,-121.7325392
47.65867652,-122.6138958
47.85129395,-122.8073191
47.43666967,-122.4012572
47.17092471,-121.8889591
47.55151669,-122.9101714
47.17543133,-122.9289614
47.58674166,-123.0402857
48.17546005,-122.9722698
47.0495535,-122.1561948
47.64735036,-122.7372537
47.54473295,-122.4486394
47.34555912,-118.5963658
47.70009789,-116.855049
47.85815487,-116.0199224
47.38434931,-116.2879355
47.37872522,-118.8703498
46.79859432,-117.131381
46.58580006,-117.3559603
48.19878251,-119.0725757
48.56482712,-116.4397629
47.01422189,-119.2723525
48.82049412,-117.5936942
48.65475094,-117.748777
47.2896899,-117.5292883
46.96167542,-117.9224201
47.44024408,-119.4090011
46.00389687,-121.7913191
46.34464702,-120.992702
46.78002289,-122.8301046
45.26888584,-121.6747125
46.79179946,-122.1606569
45.19993217,-121.9071251
44.94276783,-122.9471695
44.43918023,-122.6969628
44.75212928,-121.2850139
44.69487346,-122.3880021
46.0719828,-121.0996944
44.55124688,-123.8606985
44.74687963,-121.2133323
45.25309601,-121.624421
45.47074508,-123.0585501
33.10678576,-119.1664362
33.58065829,-116.6988933
34.62103827,-119.5227088
32.94422705,-117.9712341
33.02704501,-118.7944687
35.19215747,-118.4351797
32.84661712,-117.6637552
33.97909429,-116.7447778
35.33018707,-117.5484308
33.69559378,-119.1588792
35.38232493,-118.4583851
33.10550001,-117.4024547
32.75930962,-117.6777618
33.15898312,-119.320011
34.76936117,-117.9373048
38.19972541,-112.9602729
37.5200596,-118.8154355
39.47947427,-113.4634299
35.10245219,-115.0920626
35.87502445,-116.2534434
39.02174443,-116.4035279
38.43730348,-118.264033
34.2787563,-113.9726284
34.690423,-111.1268041
34.9325413,-111.2404641
34.75292451,-115.442566
35.68680224,-110.2220489
37.8862469,-115.9222571
35.31908781,-111.3306752
34.32741007,-111.7699856
41.31303242,-71.5117479
40.68236533,-72.13703135
39.00038742,-73.69683465
40.9401382,-72.63134733
39.86382923,-73.49650228
41.22219381,-74.90434
41.13184138,-75.77747143
41.13205564,-71.53679031
42.2534065,-74.37223193
38.92396415,-73.22208932
42.47650254,-74.3130875
41.00416399,-75.57343802
41.45682813,-73.62610814
40.5547679,-73.17061393
38.93138465,-74.60736815
44.13975617,-117.2741985
45.0618845,-114.1684452
46.81063053,-120.9041081
49.12217836,-117.9757296
46.6554836,-121.8720968
48.22384391,-116.6388461
48.33093039,-115.2767186
45.5896189,-119.9829027
49.61042446,-118.3441414
48.01974342,-117.2197965
39.67962611,-97.12616097
31.98744507,-93.9615506
28.64047145,-93.13730384
43.92516435,-85.65754078
41.56617907,-86.55548238
49.05235187,-90.59774592
36.69826436,-96.39568811
43.64619439,-101.1676066
32.45096563,-95.63595847
47.25094254,-93.7498031
40.45079164,-94.11395216
28.65947577,-96.77327595
46.61672116,-89.77717697
47.923823,-90.6006859
36.05194908,-83.77880953
37.04092763,-104.7024364
40.07489159,-100.2895941
35.45058437,-94.25671713
36.13051308,-103.9303488
44.41307802,-95.09561599
45.53616009,-84.51115454
48.10754504,-91.11777772
37.61379886,-81.50763782
34.89748785,-105.4452273
40.59702701,-96.26078507
38.82547789,-87.06326299
31.27861084,-102.1124797
32.30144669,-99.47378318
41.67012997,-107.0712717
42.99129032,-93.14719722
